game_id,action_id,period_id,time_seconds,team_id,player_id,result_name,start_x,start_y,end_x,end_y,dx,dy,type_name,player_name_ko,team_name_ko,position_name,main_position
126285,626,1,1226.1,4648,62365.0,Successful,33.813885,37.660848,44.389905,61.167292,10.57602,23.506444,Pass,안영규,광주FC,CB,CB
126285,627,1,1228.167,4648,500140.0,,44.389905,61.167292,44.389905,61.167292,0.0,0.0,Pass Received,김진호,광주FC,LB,LB
126285,628,1,1228.168,4648,500140.0,,44.389905,61.167292,71.454285,63.2508664,27.06438,2.0835743999999963,Carry,김진호,광주FC,LB,LB
126285,629,1,1231.8,4648,500140.0,Successful,71.454285,63.2508664,82.65789,55.155956,11.203604999999996,-8.094910399999996,Pass,김진호,광주FC,LB,LB
126285,630,1,1233.233,4648,500141.0,,82.65789,55.155956,84.966945,48.744984,2.3090550000000007,-6.410972000000001,Pass Received,안혁주,광주FC,LM,LM
126285,631,1,1233.233,4648,500141.0,Successful,82.65789,55.155956,84.966945,48.744984,2.3090550000000007,-6.410972000000001,Pass,안혁주,광주FC,LM,LM
126285,632,1,1234.2,4648,250102.0,,84.966945,48.744984,84.966945,48.744984,0.0,0.0,Pass Received,이건희,광주FC,CF,CF
126285,633,1,1234.201,4648,250102.0,,84.966945,48.744984,86.01831,45.475884,1.051365000000004,-3.2691000000000017,Carry,이건희,광주FC,CF,CF
126285,634,1,1235.467,4648,250102.0,Successful,86.01831,45.475884,82.59457499999999,41.949744,-3.423735000000008,-3.526139999999998,Pass,이건희,광주FC,CF,CF
126285,635,1,1236.033,4648,77414.0,,82.59457499999999,41.949744,82.59457499999999,41.949744,0.0,0.0,Pass Received,이희균,광주FC,CM,CM
126285,636,1,1236.8,4648,77414.0,Goal,83.60331,39.350444,105.0,36.672260464,21.396690000000007,-2.678183535999992,Shot,이희균,광주FC,CM,CM
126285,637,1,1238.033,4648,77414.0,,105.0,36.672260464,105.0,36.672260464,0.0,0.0,Goal,이희균,광주FC,CM,CM
